deaf_ev_stim_ve,deaf_ev_max_dim,deaf_ppa_stim_ve,deaf_ppa_max_dim,deaf_loc_stim_ve,deaf_loc_max_dim,deaf_nulls_ev_mean,deaf_nulls_ev_std,deaf_nulls_ppa_mean,deaf_nulls_ppa_std,deaf_nulls_loc_mean,deaf_nulls_loc_std,hear_ev_stim_ve,hear_ev_max_dim,hear_ppa_stim_ve,hear_ppa_max_dim,hear_loc_stim_ve,hear_loc_max_dim,hear_nulls_ev_mean,hear_nulls_ev_std,hear_nulls_ppa_mean,hear_nulls_ppa_std,hear_nulls_loc_mean,hear_nulls_loc_std,deaf_ev_z_score,deaf_ppa_z_score,deaf_loc_z_score,hear_ev_z_score,hear_ppa_z_score,hear_loc_z_score,deaf_ev_p_val_one_tail,deaf_ppa_p_val_one_tail,deaf_loc_p_val_one_tail,hear_ev_p_val_one_tail,hear_ppa_p_val_one_tail,hear_loc_p_val_one_tail
0.2674203462822767,2.0,0.22790443440962688,2.0,0.2602340529157227,2.0,0.21297306298072285,0.047059748168237776,0.192512335781453,0.04655875048808277,0.25964214250244816,0.042144236475399284,0.22238276536119014,2.0,0.18877146393567093,4.0,0.21627939489711628,2.0,0.20333759806899063,0.04264128908953625,0.15469412834966503,0.02604726584195478,0.2131852759387088,0.04511907663420409,1.156982037109628,0.7601599754536558,0.014044872152804772,0.4466367621346844,1.308288393598569,0.06857673492506419,0.1236398496738767,0.22357948309552506,0.494397090879532,0.32756867395614137,0.0953877551484042,0.47266326905036404
0.12816247026779645,2.0,0.11281504426995956,2.0,0.08208310781719272,4.0,0.14506411871343494,0.030878686550503583,0.14000451416514656,0.02316867138812132,0.09569979600828524,0.0123049498858629,0.15523871782377635,2.0,0.13753710604538347,2.0,0.11486524340593492,2.0,0.13361516891998132,0.02881911273462532,0.13269011765619967,0.02123898593151771,0.137766568624788,0.023005769373414628,-0.5473564563050642,-1.1735446301477244,-1.1066024906559488,0.7503197306215111,0.22821185553831352,-0.9954600886035903,0.7079330678178463,0.8797112647672936,0.8657670850029044,0.22653108106345932,0.409740772610328,0.8402437268227161
0.22793174985833103,2.0,0.22190193011823892,3.0,0.21810642258162607,3.0,0.20864860434017016,0.04244544474894197,0.19249965365801508,0.028189703978440624,0.1916063104921255,0.02714959864160302,0.21166838076066885,2.0,0.17796699677681438,5.0,0.23972128107266782,2.0,0.19428771605813414,0.030952058241278863,0.14060125602691181,0.019371456052477212,0.21749544265884815,0.04340189235758621,0.4543042400007257,1.0430147291617742,0.9760774897383858,0.5615350219054314,1.9289071842962602,0.512093763808776,0.3248049323711758,0.14847073553982637,0.16451303272571993,0.28721643124271723,0.026871192893217856,0.30429269442034057
0.22279841425352803,2.0,0.23643992217876456,2.0,0.20010758803700415,2.0,0.17938808641377074,0.09845617784091895,0.18660688328013594,0.05758033041287131,0.2288049627505336,0.06032741132195623,0.20471351712336172,2.0,0.18364214216632185,4.0,0.2621017186575322,2.0,0.19237910574397268,0.06980034428281494,0.15047886793994705,0.02071652108664897,0.233054721285366,0.061280547656678744,0.4409101469477897,0.8654524651266868,-0.4756937863681383,0.17670989314053867,1.6008129013392747,0.4740002901883409,0.3296390237351253,0.1933952476923489,0.6828537258370905,0.42986813478559704,0.05470918262695253,0.3177498501454915
0.09918028677249724,4.0,0.22704993793397896,2.0,0.2093381233442178,2.0,0.10639673967205733,0.012556865190062116,0.19175949859025207,0.02331117485230903,0.19563327512520995,0.031387219913582676,0.1532713723541479,2.0,0.14990761786016596,4.0,0.22825454952548438,2.0,0.18116206816120678,0.030442669743917142,0.13650881975105175,0.013729751067563599,0.190965396723083,0.030355942439044614,-0.5747017898441253,1.5138850601616625,0.43663784995106075,-0.9161711519283496,0.9758951960002199,1.2283971376371796,0.7172535016154258,0.06502749695471562,0.33118700421127456,0.8202114331954136,0.16455820150516903,0.10964896093538884
0.23618014450041808,2.0,0.21305401868980128,3.0,0.27306560705720695,3.0,0.2171730461041009,0.03867340335782463,0.22725036367558726,0.02601354103403034,0.26790485127966546,0.02518203796659566,0.2823996019853474,2.0,0.22578677042010306,3.0,0.2177441810970209,3.0,0.2396613132916909,0.03325768107515658,0.21611484083314325,0.024324457209196494,0.2574103072643761,0.02528242687259508,0.4914772620463346,-0.545729048083636,0.2049379714377093,1.2850652033458196,0.3976215996837572,-1.5689208305533093,0.3115444651461303,0.7073738993062791,0.4188102939361142,0.09938474994102975,0.3454545681588412,0.9416668062637494
0.19507255820519878,2.0,0.2107235471708529,3.0,0.22763070084517695,2.0,0.18341321613674058,0.048843904456298146,0.2049607663143558,0.02615717834827818,0.19855842390555323,0.04035102702845214,0.23155228868109806,2.0,0.26380976088955316,2.0,0.18459875512952995,2.0,0.19911910321692652,0.03245497382996528,0.22530523163449906,0.03971801393369306,0.2147837171611173,0.037265162926434704,0.23870618449207112,0.22031355139941655,0.7204841879024393,0.9993286586546674,0.9694474985414728,-0.8100048318901919,0.4056667104205933,0.4128134834714118,0.2356134659079085,0.15881775341118903,0.16616098160278547,0.791031300660636
0.19415433186406889,3.0,0.20878592096014972,2.0,0.2715424055745152,2.0,0.17244439665836067,0.027917101285183307,0.19284599529273377,0.03909536410676915,0.22888429650189518,0.03478780315513727,0.22650694649919112,2.0,0.20633926732115052,2.0,0.259252042815457,2.0,0.21482892191710257,0.030797814028422556,0.20034456287976257,0.03819361592966985,0.2317189417580517,0.0344801873137769,0.7776572139038849,0.40771907441209987,1.226237508657413,0.37918355410910615,0.15695566642411285,0.798519474585458,0.21838556105102241,0.34173996603375756,0.11005465501481831,0.35227578161370554,0.4376398940094806,0.21228454822951875
0.1802865756442599,2.0,0.152718963336116,2.0,0.22453493732237792,2.0,0.1518550232796371,0.035989105306383044,0.15665835704458295,0.03150743937888362,0.1700740680720111,0.034591164529565024,0.10768395925137275,2.0,0.11253058080820373,3.0,0.10992703083979986,2.0,0.14209477635065365,0.025281295158206152,0.12895130081291792,0.01758145433517979,0.15667030342317703,0.031745206449335595,0.7900044227990344,-0.12503058916006773,1.5744156055752097,-1.3611176517636345,-0.9339796180488311,-1.4724513654676665,0.21476259269185916,0.5497503331493289,0.057695699174699695,0.9132617439010886,0.8248427965962525,0.9295504844457506
0.28809036268810995,2.0,0.24441478313298354,3.0,0.2712516497592634,2.0,0.24981813778216472,0.048226233109577785,0.23660140452748632,0.02998338816076844,0.2593371194810065,0.04581128756305812,0.25733646047526404,2.0,0.19192477412690068,3.0,0.25956934403976917,2.0,0.2314735701164604,0.040656527988322214,0.1922313563579896,0.030128677162851687,0.2559337672418281,0.045032027811389146,0.7935976425731729,0.2605902496276448,0.26007848528284294,0.6361313087588851,-0.01017576143259744,0.08073313538462495,0.21371485265154488,0.3972042548136104,0.39740161663880186,0.2623454202121427,0.5040594714135342,0.46782709229538477
